Summary Level,State Code (FIPS),County Code (FIPS),County Subdivision Code (FIPS),Place Code (FIPS),Consolidtated City Code (FIPS),Area Name (including legal/statistical area description),county_fips
050,06,001,00000,00000,00000,Alameda County,06001
050,06,003,00000,00000,00000,Alpine County,06003
050,06,005,00000,00000,00000,Amador County,06005
050,06,007,00000,00000,00000,Butte County,06007
050,06,009,00000,00000,00000,Calaveras County,06009
050,06,011,00000,00000,00000,Colusa County,06011
050,06,013,00000,00000,00000,Contra Costa County,06013
050,06,015,00000,00000,00000,Del Norte County,06015
050,06,017,00000,00000,00000,El Dorado County,06017
050,06,019,00000,00000,00000,Fresno County,06019
050,06,021,00000,00000,00000,Glenn County,06021
050,06,023,00000,00000,00000,Humboldt County,06023
050,06,025,00000,00000,00000,Imperial County,06025
050,06,027,00000,00000,00000,Inyo County,06027
050,06,029,00000,00000,00000,Kern County,06029
050,06,031,00000,00000,00000,Kings County,06031
050,06,033,00000,00000,00000,Lake County,06033
050,06,035,00000,00000,00000,Lassen County,06035
050,06,037,00000,00000,00000,Los Angeles County,06037
050,06,039,00000,00000,00000,Madera County,06039
050,06,041,00000,00000,00000,Marin County,06041
050,06,043,00000,00000,00000,Mariposa County,06043
050,06,045,00000,00000,00000,Mendocino County,06045
050,06,047,00000,00000,00000,Merced County,06047
050,06,049,00000,00000,00000,Modoc County,06049
050,06,051,00000,00000,00000,Mono County,06051
050,06,053,00000,00000,00000,Monterey County,06053
050,06,055,00000,00000,00000,Napa County,06055
050,06,057,00000,00000,00000,Nevada County,06057
050,06,059,00000,00000,00000,Orange County,06059
050,06,061,00000,00000,00000,Placer County,06061
050,06,063,00000,00000,00000,Plumas County,06063
050,06,065,00000,00000,00000,Riverside County,06065
050,06,067,00000,00000,00000,Sacramento County,06067
050,06,069,00000,00000,00000,San Benito County,06069
050,06,071,00000,00000,00000,San Bernardino County,06071
050,06,073,00000,00000,00000,San Diego County,06073
050,06,075,00000,00000,00000,San Francisco County,06075
050,06,077,00000,00000,00000,San Joaquin County,06077
050,06,079,00000,00000,00000,San Luis Obispo County,06079
050,06,081,00000,00000,00000,San Mateo County,06081
050,06,083,00000,00000,00000,Santa Barbara County,06083
050,06,085,00000,00000,00000,Santa Clara County,06085
050,06,087,00000,00000,00000,Santa Cruz County,06087
050,06,089,00000,00000,00000,Shasta County,06089
050,06,091,00000,00000,00000,Sierra County,06091
050,06,093,00000,00000,00000,Siskiyou County,06093
050,06,095,00000,00000,00000,Solano County,06095
050,06,097,00000,00000,00000,Sonoma County,06097
050,06,099,00000,00000,00000,Stanislaus County,06099
050,06,101,00000,00000,00000,Sutter County,06101
050,06,103,00000,00000,00000,Tehama County,06103
050,06,105,00000,00000,00000,Trinity County,06105
050,06,107,00000,00000,00000,Tulare County,06107
050,06,109,00000,00000,00000,Tuolumne County,06109
050,06,111,00000,00000,00000,Ventura County,06111
050,06,113,00000,00000,00000,Yolo County,06113
050,06,115,00000,00000,00000,Yuba County,06115
162,06,000,00000,00296,00000,Adelanto city,06000
162,06,000,00000,00394,00000,Agoura Hills city,06000
162,06,000,00000,00562,00000,Alameda city,06000
162,06,000,00000,00674,00000,Albany city,06000
162,06,000,00000,00884,00000,Alhambra city,06000
162,06,000,00000,00947,00000,Aliso Viejo city,06000
162,06,000,00000,01444,00000,Alturas city,06000
162,06,000,00000,01514,00000,Amador City city,06000
162,06,000,00000,01640,00000,American Canyon city,06000
162,06,000,00000,02000,00000,Anaheim city,06000
162,06,000,00000,02042,00000,Anderson city,06000
162,06,000,00000,02112,00000,Angels city,06000
162,06,000,00000,02252,00000,Antioch city,06000
162,06,000,00000,02364,00000,Apple Valley town,06000
162,06,000,00000,02462,00000,Arcadia city,06000
162,06,000,00000,02476,00000,Arcata city,06000
162,06,000,00000,02868,00000,Arroyo Grande city,06000
162,06,000,00000,02896,00000,Artesia city,06000
162,06,000,00000,02924,00000,Arvin city,06000
162,06,000,00000,03064,00000,Atascadero city,06000
162,06,000,00000,03092,00000,Atherton town,06000
162,06,000,00000,03162,00000,Atwater city,06000
162,06,000,00000,03204,00000,Auburn city,06000
162,06,000,00000,03274,00000,Avalon city,06000
162,06,000,00000,03302,00000,Avenal city,06000
162,06,000,00000,03386,00000,Azusa city,06000
162,06,000,00000,03526,00000,Bakersfield city,06000
162,06,000,00000,03666,00000,Baldwin Park city,06000
162,06,000,00000,03820,00000,Banning city,06000
162,06,000,00000,04030,00000,Barstow city,06000
162,06,000,00000,04758,00000,Beaumont city,06000
162,06,000,00000,04870,00000,Bell city,06000
162,06,000,00000,04982,00000,Bellflower city,06000
162,06,000,00000,04996,00000,Bell Gardens city,06000
162,06,000,00000,05108,00000,Belmont city,06000
162,06,000,00000,05164,00000,Belvedere city,06000
162,06,000,00000,05290,00000,Benicia city,06000
162,06,000,00000,06000,00000,Berkeley city,06000
162,06,000,00000,06308,00000,Beverly Hills city,06000
162,06,000,00000,06434,00000,Big Bear Lake city,06000
162,06,000,00000,06560,00000,Biggs city,06000
162,06,000,00000,06798,00000,Bishop city,06000
162,06,000,00000,07162,00000,Blue Lake city,06000
162,06,000,00000,07218,00000,Blythe city,06000
162,06,000,00000,07946,00000,Bradbury city,06000
162,06,000,00000,08058,00000,Brawley city,06000
162,06,000,00000,08100,00000,Brea city,06000
162,06,000,00000,08142,00000,Brentwood city,06000
162,06,000,00000,08310,00000,Brisbane city,06000
162,06,000,00000,08758,00000,Buellton city,06000
162,06,000,00000,08786,00000,Buena Park city,06000
162,06,000,00000,08954,00000,Burbank city,06000
162,06,000,00000,09066,00000,Burlingame city,06000
162,06,000,00000,09598,00000,Calabasas city,06000
162,06,000,00000,09710,00000,Calexico city,06000
162,06,000,00000,09780,00000,California City city,06000
162,06,000,00000,09864,00000,Calimesa city,06000
162,06,000,00000,09878,00000,Calipatria city,06000
162,06,000,00000,09892,00000,Calistoga city,06000
162,06,000,00000,10046,00000,Camarillo city,06000
162,06,000,00000,10345,00000,Campbell city,06000
162,06,000,00000,10928,00000,Canyon Lake city,06000
162,06,000,00000,11040,00000,Capitola city,06000
162,06,000,00000,11194,00000,Carlsbad city,06000
162,06,000,00000,11250,00000,Carmel-by-the-Sea city,06000
162,06,000,00000,11446,00000,Carpinteria city,06000
162,06,000,00000,11530,00000,Carson city,06000
162,06,000,00000,12048,00000,Cathedral City city,06000
162,06,000,00000,12524,00000,Ceres city,06000
162,06,000,00000,12552,00000,Cerritos city,06000
162,06,000,00000,13014,00000,Chico city,06000
162,06,000,00000,13210,00000,Chino city,06000
162,06,000,00000,13214,00000,Chino Hills city,06000
162,06,000,00000,13294,00000,Chowchilla city,06000
162,06,000,00000,13392,00000,Chula Vista city,06000
162,06,000,00000,13588,00000,Citrus Heights city,06000
162,06,000,00000,13756,00000,Claremont city,06000
162,06,000,00000,13882,00000,Clayton city,06000
162,06,000,00000,13945,00000,Clearlake city,06000
162,06,000,00000,14190,00000,Cloverdale city,06000
162,06,000,00000,14218,00000,Clovis city,06000
162,06,000,00000,14260,00000,Coachella city,06000
162,06,000,00000,14274,00000,Coalinga city,06000
162,06,000,00000,14498,00000,Colfax city,06000
162,06,000,00000,14736,00000,Colma town,06000
162,06,000,00000,14890,00000,Colton city,06000
162,06,000,00000,14946,00000,Colusa city,06000
162,06,000,00000,14974,00000,Commerce city,06000
162,06,000,00000,15044,00000,Compton city,06000
162,06,000,00000,16000,00000,Concord city,06000
162,06,000,00000,16224,00000,Corcoran city,06000
162,06,000,00000,16322,00000,Corning city,06000
162,06,000,00000,16350,00000,Corona city,06000
162,06,000,00000,16378,00000,Coronado city,06000
162,06,000,00000,16462,00000,Corte Madera town,06000
162,06,000,00000,16532,00000,Costa Mesa city,06000
162,06,000,00000,16560,00000,Cotati city,06000
162,06,000,00000,16742,00000,Covina city,06000
162,06,000,00000,17022,00000,Crescent City city,06000
162,06,000,00000,17498,00000,Cudahy city,06000
162,06,000,00000,17568,00000,Culver City city,06000
162,06,000,00000,17610,00000,Cupertino city,06000
162,06,000,00000,17750,00000,Cypress city,06000
162,06,000,00000,17918,00000,Daly City city,06000
162,06,000,00000,17946,00000,Dana Point city,06000
162,06,000,00000,17988,00000,Danville town,06000
162,06,000,00000,18100,00000,Davis city,06000
162,06,000,00000,18394,00000,Delano city,06000
162,06,000,00000,18506,00000,Del Mar city,06000
162,06,000,00000,18688,00000,Del Rey Oaks city,06000
162,06,000,00000,18996,00000,Desert Hot Springs city,06000
162,06,000,00000,19192,00000,Diamond Bar city,06000
162,06,000,00000,19318,00000,Dinuba city,06000
162,06,000,00000,19402,00000,Dixon city,06000
162,06,000,00000,19584,00000,Dorris city,06000
162,06,000,00000,19612,00000,Dos Palos city,06000
162,06,000,00000,19766,00000,Downey city,06000
162,06,000,00000,19990,00000,Duarte city,06000
162,06,000,00000,20018,00000,Dublin city,06000
162,06,000,00000,20242,00000,Dunsmuir city,06000
162,06,000,00000,20956,00000,East Palo Alto city,06000
162,06,000,00000,21230,00000,Eastvale city,06000
162,06,000,00000,21712,00000,El Cajon city,06000
162,06,000,00000,21782,00000,El Centro city,06000
162,06,000,00000,21796,00000,El Cerrito city,06000
162,06,000,00000,22020,00000,Elk Grove city,06000
162,06,000,00000,22230,00000,El Monte city,06000
162,06,000,00000,22300,00000,El Paso de Robles (Paso Robles) city,06000
162,06,000,00000,22412,00000,El Segundo city,06000
162,06,000,00000,22594,00000,Emeryville city,06000
162,06,000,00000,22678,00000,Encinitas city,06000
162,06,000,00000,22790,00000,Escalon city,06000
162,06,000,00000,22804,00000,Escondido city,06000
162,06,000,00000,22972,00000,Etna city,06000
162,06,000,00000,23042,00000,Eureka city,06000
162,06,000,00000,23126,00000,Exeter city,06000
162,06,000,00000,23168,00000,Fairfax town,06000
162,06,000,00000,23182,00000,Fairfield city,06000
162,06,000,00000,23616,00000,Farmersville city,06000
162,06,000,00000,23910,00000,Ferndale city,06000
162,06,000,00000,24092,00000,Fillmore city,06000
162,06,000,00000,24134,00000,Firebaugh city,06000
162,06,000,00000,24638,00000,Folsom city,06000
162,06,000,00000,24680,00000,Fontana city,06000
162,06,000,00000,25058,00000,Fort Bragg city,06000
162,06,000,00000,25128,00000,Fort Jones city,06000
162,06,000,00000,25296,00000,Fortuna city,06000
162,06,000,00000,25338,00000,Foster City city,06000
162,06,000,00000,25380,00000,Fountain Valley city,06000
162,06,000,00000,25436,00000,Fowler city,06000
162,06,000,00000,26000,00000,Fremont city,06000
162,06,000,00000,27000,00000,Fresno city,06000
162,06,000,00000,28000,00000,Fullerton city,06000
162,06,000,00000,28112,00000,Galt city,06000
162,06,000,00000,28168,00000,Gardena city,06000
162,06,000,00000,29000,00000,Garden Grove city,06000
162,06,000,00000,29504,00000,Gilroy city,06000
162,06,000,00000,30000,00000,Glendale city,06000
162,06,000,00000,30014,00000,Glendora city,06000
162,06,000,00000,30378,00000,Goleta city,06000
162,06,000,00000,30392,00000,Gonzales city,06000
162,06,000,00000,30658,00000,Grand Terrace city,06000
162,06,000,00000,30798,00000,Grass Valley city,06000
162,06,000,00000,30994,00000,Greenfield city,06000
162,06,000,00000,31260,00000,Gridley city,06000
162,06,000,00000,31393,00000,Grover Beach city,06000
162,06,000,00000,31414,00000,Guadalupe city,06000
162,06,000,00000,31568,00000,Gustine city,06000
162,06,000,00000,31708,00000,Half Moon Bay city,06000
162,06,000,00000,31960,00000,Hanford city,06000
162,06,000,00000,32506,00000,Hawaiian Gardens city,06000
162,06,000,00000,32548,00000,Hawthorne city,06000
162,06,000,00000,33000,00000,Hayward city,06000
162,06,000,00000,33056,00000,Healdsburg city,06000
162,06,000,00000,33182,00000,Hemet city,06000
162,06,000,00000,33308,00000,Hercules city,06000
162,06,000,00000,33364,00000,Hermosa Beach city,06000
162,06,000,00000,33434,00000,Hesperia city,06000
162,06,000,00000,33518,00000,Hidden Hills city,06000
162,06,000,00000,33588,00000,Highland city,06000
162,06,000,00000,33798,00000,Hillsborough town,06000
162,06,000,00000,34120,00000,Hollister city,06000
162,06,000,00000,34246,00000,Holtville city,06000
162,06,000,00000,34904,00000,Hughson city,06000
162,06,000,00000,36000,00000,Huntington Beach city,06000
162,06,000,00000,36056,00000,Huntington Park city,06000
162,06,000,00000,36084,00000,Huron city,06000
162,06,000,00000,36280,00000,Imperial city,06000
162,06,000,00000,36294,00000,Imperial Beach city,06000
162,06,000,00000,36434,00000,Indian Wells city,06000
162,06,000,00000,36448,00000,Indio city,06000
162,06,000,00000,36490,00000,Industry city,06000
162,06,000,00000,36546,00000,Inglewood city,06000
162,06,000,00000,36672,00000,Ione city,06000
162,06,000,00000,36770,00000,Irvine city,06000
162,06,000,00000,36826,00000,Irwindale city,06000
162,06,000,00000,36882,00000,Isleton city,06000
162,06,000,00000,36980,00000,Jackson city,06000
162,06,000,00000,37692,00000,Jurupa Valley city,06000
162,06,000,00000,38226,00000,Kerman city,06000
162,06,000,00000,38520,00000,King City city,06000
162,06,000,00000,38562,00000,Kingsburg city,06000
162,06,000,00000,39003,00000,La Cañada Flintridge city,06000
162,06,000,00000,39122,00000,Lafayette city,06000
162,06,000,00000,39178,00000,Laguna Beach city,06000
162,06,000,00000,39220,00000,Laguna Hills city,06000
162,06,000,00000,39248,00000,Laguna Niguel city,06000
162,06,000,00000,39259,00000,Laguna Woods city,06000
162,06,000,00000,39290,00000,La Habra city,06000
162,06,000,00000,39304,00000,La Habra Heights city,06000
162,06,000,00000,39486,00000,Lake Elsinore city,06000
162,06,000,00000,39496,00000,Lake Forest city,06000
162,06,000,00000,39710,00000,Lakeport city,06000
162,06,000,00000,39892,00000,Lakewood city,06000
162,06,000,00000,40004,00000,La Mesa city,06000
162,06,000,00000,40032,00000,La Mirada city,06000
162,06,000,00000,40130,00000,Lancaster city,06000
162,06,000,00000,40256,00000,La Palma city,06000
162,06,000,00000,40340,00000,La Puente city,06000
162,06,000,00000,40354,00000,La Quinta city,06000
162,06,000,00000,40438,00000,Larkspur city,06000
162,06,000,00000,40704,00000,Lathrop city,06000
162,06,000,00000,40830,00000,La Verne city,06000
162,06,000,00000,40886,00000,Lawndale city,06000
162,06,000,00000,41124,00000,Lemon Grove city,06000
162,06,000,00000,41152,00000,Lemoore city,06000
162,06,000,00000,41474,00000,Lincoln city,06000
162,06,000,00000,41712,00000,Lindsay city,06000
162,06,000,00000,41936,00000,Live Oak city,06000
162,06,000,00000,41992,00000,Livermore city,06000
162,06,000,00000,42006,00000,Livingston city,06000
162,06,000,00000,42202,00000,Lodi city,06000
162,06,000,00000,42370,00000,Loma Linda city,06000
162,06,000,00000,42468,00000,Lomita city,06000
162,06,000,00000,42524,00000,Lompoc city,06000
162,06,000,00000,43000,00000,Long Beach city,06000
162,06,000,00000,43140,00000,Loomis town,06000
162,06,000,00000,43224,00000,Los Alamitos city,06000
162,06,000,00000,43280,00000,Los Altos city,06000
162,06,000,00000,43294,00000,Los Altos Hills town,06000
162,06,000,00000,44000,00000,Los Angeles city,06000
162,06,000,00000,44028,00000,Los Banos city,06000
162,06,000,00000,44112,00000,Los Gatos town,06000
162,06,000,00000,44364,00000,Loyalton city,06000
162,06,000,00000,44574,00000,Lynwood city,06000
162,06,000,00000,44826,00000,McFarland city,06000
162,06,000,00000,45022,00000,Madera city,06000
162,06,000,00000,45246,00000,Malibu city,06000
162,06,000,00000,45358,00000,Mammoth Lakes town,06000
162,06,000,00000,45400,00000,Manhattan Beach city,06000
162,06,000,00000,45484,00000,Manteca city,06000
162,06,000,00000,45736,00000,Maricopa city,06000
162,06,000,00000,45778,00000,Marina city,06000
162,06,000,00000,46114,00000,Martinez city,06000
162,06,000,00000,46170,00000,Marysville city,06000
162,06,000,00000,46492,00000,Maywood city,06000
162,06,000,00000,46828,00000,Mendota city,06000
162,06,000,00000,46842,00000,Menifee city,06000
162,06,000,00000,46870,00000,Menlo Park city,06000
162,06,000,00000,46898,00000,Merced city,06000
162,06,000,00000,47486,00000,Millbrae city,06000
162,06,000,00000,47710,00000,Mill Valley city,06000
162,06,000,00000,47766,00000,Milpitas city,06000
162,06,000,00000,48256,00000,Mission Viejo city,06000
162,06,000,00000,48354,00000,Modesto city,06000
162,06,000,00000,48648,00000,Monrovia city,06000
162,06,000,00000,48690,00000,Montague city,06000
162,06,000,00000,48788,00000,Montclair city,06000
162,06,000,00000,48816,00000,Montebello city,06000
162,06,000,00000,48872,00000,Monterey city,06000
162,06,000,00000,48914,00000,Monterey Park city,06000
162,06,000,00000,48956,00000,Monte Sereno city,06000
162,06,000,00000,49138,00000,Moorpark city,06000
162,06,000,00000,49187,00000,Moraga town,06000
162,06,000,00000,49270,00000,Moreno Valley city,06000
162,06,000,00000,49278,00000,Morgan Hill city,06000
162,06,000,00000,49362,00000,Morro Bay city,06000
162,06,000,00000,49670,00000,Mountain View city,06000
162,06,000,00000,49852,00000,Mount Shasta city,06000
162,06,000,00000,50076,00000,Murrieta city,06000
162,06,000,00000,50258,00000,Napa city,06000
162,06,000,00000,50398,00000,National City city,06000
162,06,000,00000,50734,00000,Needles city,06000
162,06,000,00000,50874,00000,Nevada City city,06000
162,06,000,00000,50916,00000,Newark city,06000
162,06,000,00000,51140,00000,Newman city,06000
162,06,000,00000,51182,00000,Newport Beach city,06000
162,06,000,00000,51560,00000,Norco city,06000
162,06,000,00000,52526,00000,Norwalk city,06000
162,06,000,00000,52582,00000,Novato city,06000
162,06,000,00000,52694,00000,Oakdale city,06000
162,06,000,00000,53000,00000,Oakland city,06000
162,06,000,00000,53070,00000,Oakley city,06000
162,06,000,00000,53322,00000,Oceanside city,06000
162,06,000,00000,53476,00000,Ojai city,06000
162,06,000,00000,53896,00000,Ontario city,06000
162,06,000,00000,53980,00000,Orange city,06000
162,06,000,00000,54008,00000,Orange Cove city,06000
162,06,000,00000,54232,00000,Orinda city,06000
162,06,000,00000,54274,00000,Orland city,06000
162,06,000,00000,54386,00000,Oroville city,06000
162,06,000,00000,54652,00000,Oxnard city,06000
162,06,000,00000,54806,00000,Pacifica city,06000
162,06,000,00000,54848,00000,Pacific Grove city,06000
162,06,000,00000,55156,00000,Palmdale city,06000
162,06,000,00000,55184,00000,Palm Desert city,06000
162,06,000,00000,55254,00000,Palm Springs city,06000
162,06,000,00000,55282,00000,Palo Alto city,06000
162,06,000,00000,55380,00000,Palos Verdes Estates city,06000
162,06,000,00000,55520,00000,Paradise town,06000
162,06,000,00000,55618,00000,Paramount city,06000
162,06,000,00000,55856,00000,Parlier city,06000
162,06,000,00000,56000,00000,Pasadena city,06000
162,06,000,00000,56112,00000,Patterson city,06000
162,06,000,00000,56700,00000,Perris city,06000
162,06,000,00000,56784,00000,Petaluma city,06000
162,06,000,00000,56924,00000,Pico Rivera city,06000
162,06,000,00000,56938,00000,Piedmont city,06000
162,06,000,00000,57288,00000,Pinole city,06000
162,06,000,00000,57414,00000,Pismo Beach city,06000
162,06,000,00000,57456,00000,Pittsburg city,06000
162,06,000,00000,57526,00000,Placentia city,06000
162,06,000,00000,57540,00000,Placerville city,06000
162,06,000,00000,57764,00000,Pleasant Hill city,06000
162,06,000,00000,57792,00000,Pleasanton city,06000
162,06,000,00000,57834,00000,Plymouth city,06000
162,06,000,00000,57876,00000,Point Arena city,06000
162,06,000,00000,58072,00000,Pomona city,06000
162,06,000,00000,58240,00000,Porterville city,06000
162,06,000,00000,58296,00000,Port Hueneme city,06000
162,06,000,00000,58352,00000,Portola city,06000
162,06,000,00000,58380,00000,Portola Valley town,06000
162,06,000,00000,58520,00000,Poway city,06000
162,06,000,00000,59444,00000,Rancho Cordova city,06000
162,06,000,00000,59451,00000,Rancho Cucamonga city,06000
162,06,000,00000,59500,00000,Rancho Mirage city,06000
162,06,000,00000,59514,00000,Rancho Palos Verdes city,06000
162,06,000,00000,59587,00000,Rancho Santa Margarita city,06000
162,06,000,00000,59892,00000,Red Bluff city,06000
162,06,000,00000,59920,00000,Redding city,06000
162,06,000,00000,59962,00000,Redlands city,06000
162,06,000,00000,60018,00000,Redondo Beach city,06000
162,06,000,00000,60102,00000,Redwood City city,06000
162,06,000,00000,60242,00000,Reedley city,06000
162,06,000,00000,60466,00000,Rialto city,06000
162,06,000,00000,60620,00000,Richmond city,06000
162,06,000,00000,60704,00000,Ridgecrest city,06000
162,06,000,00000,60900,00000,Rio Dell city,06000
162,06,000,00000,60984,00000,Rio Vista city,06000
162,06,000,00000,61026,00000,Ripon city,06000
162,06,000,00000,61068,00000,Riverbank city,06000
162,06,000,00000,62000,00000,Riverside city,06000
162,06,000,00000,62364,00000,Rocklin city,06000
162,06,000,00000,62546,00000,Rohnert Park city,06000
162,06,000,00000,62602,00000,Rolling Hills city,06000
162,06,000,00000,62644,00000,Rolling Hills Estates city,06000
162,06,000,00000,62896,00000,Rosemead city,06000
162,06,000,00000,62938,00000,Roseville city,06000
162,06,000,00000,62980,00000,Ross town,06000
162,06,000,00000,64000,00000,Sacramento city,06000
162,06,000,00000,64140,00000,St. Helena city,06000
162,06,000,00000,64224,00000,Salinas city,06000
162,06,000,00000,64434,00000,San Anselmo town,06000
162,06,000,00000,65000,00000,San Bernardino city,06000
162,06,000,00000,65028,00000,San Bruno city,06000
162,06,000,00000,65042,00000,San Buenaventura (Ventura) city,06000
162,06,000,00000,65070,00000,San Carlos city,06000
162,06,000,00000,65084,00000,San Clemente city,06000
162,06,000,00000,65112,00000,Sand City city,06000
162,06,000,00000,66000,00000,San Diego city,06000
162,06,000,00000,66070,00000,San Dimas city,06000
162,06,000,00000,66140,00000,San Fernando city,06000
162,06,000,00000,67000,00000,San Francisco city,06000
162,06,000,00000,67042,00000,San Gabriel city,06000
162,06,000,00000,67056,00000,Sanger city,06000
162,06,000,00000,67112,00000,San Jacinto city,06000
162,06,000,00000,67126,00000,San Joaquin city,06000
162,06,000,00000,68000,00000,San Jose city,06000
162,06,000,00000,68014,00000,San Juan Bautista city,06000
162,06,000,00000,68028,00000,San Juan Capistrano city,06000
162,06,000,00000,68084,00000,San Leandro city,06000
162,06,000,00000,68154,00000,San Luis Obispo city,06000
162,06,000,00000,68196,00000,San Marcos city,06000
162,06,000,00000,68224,00000,San Marino city,06000
162,06,000,00000,68252,00000,San Mateo city,06000
162,06,000,00000,68294,00000,San Pablo city,06000
162,06,000,00000,68364,00000,San Rafael city,06000
162,06,000,00000,68378,00000,San Ramon city,06000
162,06,000,00000,69000,00000,Santa Ana city,06000
162,06,000,00000,69070,00000,Santa Barbara city,06000
162,06,000,00000,69084,00000,Santa Clara city,06000
162,06,000,00000,69088,00000,Santa Clarita city,06000
162,06,000,00000,69112,00000,Santa Cruz city,06000
162,06,000,00000,69154,00000,Santa Fe Springs city,06000
162,06,000,00000,69196,00000,Santa Maria city,06000
162,06,000,00000,70000,00000,Santa Monica city,06000
162,06,000,00000,70042,00000,Santa Paula city,06000
162,06,000,00000,70098,00000,Santa Rosa city,06000
162,06,000,00000,70224,00000,Santee city,06000
162,06,000,00000,70280,00000,Saratoga city,06000
162,06,000,00000,70364,00000,Sausalito city,06000
162,06,000,00000,70588,00000,Scotts Valley city,06000
162,06,000,00000,70686,00000,Seal Beach city,06000
162,06,000,00000,70742,00000,Seaside city,06000
162,06,000,00000,70770,00000,Sebastopol city,06000
162,06,000,00000,70882,00000,Selma city,06000
162,06,000,00000,71106,00000,Shafter city,06000
162,06,000,00000,71225,00000,Shasta Lake city,06000
162,06,000,00000,71806,00000,Sierra Madre city,06000
162,06,000,00000,71876,00000,Signal Hill city,06000
162,06,000,00000,72016,00000,Simi Valley city,06000
162,06,000,00000,72506,00000,Solana Beach city,06000
162,06,000,00000,72520,00000,Soledad city,06000
162,06,000,00000,72576,00000,Solvang city,06000
162,06,000,00000,72646,00000,Sonoma city,06000
162,06,000,00000,72674,00000,Sonora city,06000
162,06,000,00000,72996,00000,South El Monte city,06000
162,06,000,00000,73080,00000,South Gate city,06000
162,06,000,00000,73108,00000,South Lake Tahoe city,06000
162,06,000,00000,73220,00000,South Pasadena city,06000
162,06,000,00000,73262,00000,South San Francisco city,06000
162,06,000,00000,73962,00000,Stanton city,06000
162,06,000,00000,75000,00000,Stockton city,06000
162,06,000,00000,75630,00000,Suisun City city,06000
162,06,000,00000,77000,00000,Sunnyvale city,06000
162,06,000,00000,77364,00000,Susanville city,06000
162,06,000,00000,77392,00000,Sutter Creek city,06000
162,06,000,00000,77574,00000,Taft city,06000
162,06,000,00000,78092,00000,Tehachapi city,06000
162,06,000,00000,78106,00000,Tehama city,06000
162,06,000,00000,78120,00000,Temecula city,06000
162,06,000,00000,78148,00000,Temple City city,06000
162,06,000,00000,78582,00000,Thousand Oaks city,06000
162,06,000,00000,78666,00000,Tiburon town,06000
162,06,000,00000,80000,00000,Torrance city,06000
162,06,000,00000,80238,00000,Tracy city,06000
162,06,000,00000,80448,00000,Trinidad city,06000
162,06,000,00000,80588,00000,Truckee town,06000
162,06,000,00000,80644,00000,Tulare city,06000
162,06,000,00000,80686,00000,Tulelake city,06000
162,06,000,00000,80812,00000,Turlock city,06000
162,06,000,00000,80854,00000,Tustin city,06000
162,06,000,00000,80994,00000,Twentynine Palms city,06000
162,06,000,00000,81134,00000,Ukiah city,06000
162,06,000,00000,81204,00000,Union City city,06000
162,06,000,00000,81344,00000,Upland city,06000
162,06,000,00000,81554,00000,Vacaville city,06000
162,06,000,00000,81666,00000,Vallejo city,06000
162,06,000,00000,82422,00000,Vernon city,06000
162,06,000,00000,82590,00000,Victorville city,06000
162,06,000,00000,82744,00000,Villa Park city,06000
162,06,000,00000,82954,00000,Visalia city,06000
162,06,000,00000,82996,00000,Vista city,06000
162,06,000,00000,83332,00000,Walnut city,06000
162,06,000,00000,83346,00000,Walnut Creek city,06000
162,06,000,00000,83542,00000,Wasco city,06000
162,06,000,00000,83612,00000,Waterford city,06000
162,06,000,00000,83668,00000,Watsonville city,06000
162,06,000,00000,83850,00000,Weed city,06000
162,06,000,00000,84200,00000,West Covina city,06000
162,06,000,00000,84410,00000,West Hollywood city,06000
162,06,000,00000,84438,00000,Westlake Village city,06000
162,06,000,00000,84550,00000,Westminster city,06000
162,06,000,00000,84606,00000,Westmorland city,06000
162,06,000,00000,84816,00000,West Sacramento city,06000
162,06,000,00000,85012,00000,Wheatland city,06000
162,06,000,00000,85292,00000,Whittier city,06000
162,06,000,00000,85446,00000,Wildomar city,06000
162,06,000,00000,85586,00000,Williams city,06000
162,06,000,00000,85600,00000,Willits city,06000
162,06,000,00000,85684,00000,Willows city,06000
162,06,000,00000,85922,00000,Windsor town,06000
162,06,000,00000,86034,00000,Winters city,06000
162,06,000,00000,86300,00000,Woodlake city,06000
162,06,000,00000,86328,00000,Woodland city,06000
162,06,000,00000,86440,00000,Woodside town,06000
162,06,000,00000,86832,00000,Yorba Linda city,06000
162,06,000,00000,86930,00000,Yountville city,06000
162,06,000,00000,86944,00000,Yreka city,06000
162,06,000,00000,86972,00000,Yuba City city,06000
162,06,000,00000,87042,00000,Yucaipa city,06000
162,06,000,00000,87056,00000,Yucca Valley town,06000
